UserID,ProductID,InteractionCount,AvgRatingGivenToProduct,AvgHelpfulRatio,RecencyDays
A1J3WCQP8UFWAF,B00141UC9I,1,1.0,0.6,319
A1J4FZ11SMP4Y0,B000121BY6,1,5.0,1.0,1680
A1J52MX2YDWSU0,B003EML8PM,1,2.0,0.6666666666666666,1469
A1J5EOKMQ2M09G,B0002NVKWC,1,5.0,1.0,990
A1J5EOKMQ2M09G,B0002NVKWW,1,5.0,1.0,990
A1J5HIF41ENSMZ,B001LGGH40,1,5.0,1.0,1315
A1J5HO2AMC1R77,B000LKXG8W,1,1.0,0.75,1795
A1J5R1BRQI15TG,B00141UC9I,1,1.0,0.9444444444444444,708
A1J65EXRZ14U0U,B004P4TL8E,1,5.0,1.0,550
A1J703O1VVLZE3,B003ANJ9SI,1,5.0,1.0,1077
A1J71ZQQTBMJXY,B001EO69NS,1,5.0,0.967741935483871,1265
A1J75JJ0Q2OEJN,B005K4Q1VI,1,3.0,0.8657407407407407,292
A1J92I2HPUPAXT,B005K4Q1VI,1,4.0,1.0,336
A1J9CX4O67LAWB,B000FDKQC4,1,3.0,1.0,2044
A1J9FMHULAAZ9B,B00390T5JA,1,5.0,0.8571428571428571,176
A1J9RVFPQZL791,B002OFZIV0,1,3.0,1.0,1437
A1JAPP1CXRG57A,B002TMV34E,1,5.0,1.0,850
A1JAPP1CXRG57A,B002TMV3E4,1,4.0,0.3333333333333333,780
A1JATD0EMKRCV3,B001DIM8K8,1,5.0,1.0,1299
A1JB0I3DFIZ15S,B001EO5YHK,1,1.0,0.3333333333333333,715
A1JBB01LAK69LV,B000G6RYNE,1,4.0,1.0,1608
A1JBB01LAK69LV,B0058AMY74,1,4.0,1.0,1608
A1JBIWAA81AMZG,B002C4HZ00,1,1.0,0.5,642
A1JBKS2FRCRMAP,B002YZESWU,1,5.0,1.0,1029
A1JBP9R0PA5DW3,B000UYIQ5M,1,5.0,1.0,473
A1JCPN2Q0XVAGP,B000TRFGGM,1,1.0,0.75,652
A1JDAVJPC6VCLO,B0040BESXK,1,5.0,1.0,211
A1JDKNDE73FLV2,B005K4Q1VI,1,5.0,1.0,316
A1JE5UZ4S352NV,B0015R9BQG,1,1.0,0.25,961
A1JF6SXZU4LG8H,B000EM6PC6,1,2.0,0.5,650
A1JF7BL4NX6ISD,B003EML8PM,1,5.0,1.0,1332
A1JFA8E1XSVX3,B001CWV4PA,1,5.0,0.8,1332
A1JFKMK7CKWMR,B0045Z6K50,1,2.0,0.5,606
A1JFXOFDRZ9CFQ,B001LG945O,1,5.0,1.0,916
A1JG2EE1T2WV82,B001EW5YQS,1,4.0,1.0,419
A1JHXIJJ773BZR,B000U9YQ56,1,5.0,1.0,982
A1JI6R4EP20WGJ,B002QWP89S,1,1.0,0.3333333333333333,86
A1JI7IVZCIYNOV,B000GG5IZA,1,5.0,1.0,651
A1JI9MZF0ZN85P,B001IVVUTU,1,1.0,0.25,557
A1JIU1H9DJK59D,B000UG3FD8,1,5.0,1.0,294
A1JKGTCWPNZS0,B000CMIYWM,1,5.0,1.0,1350
A1JKMKX2CYNOCM,B001VNEC68,1,5.0,1.0,250
A1JKN9HTWS3ALI,B003EML8PM,1,5.0,1.0,1408
A1JKOX3SV53HCV,B008ZRKZSM,1,5.0,1.0,470
A1JL5ZJYDBNY9V,B000KV61FC,1,1.0,0.6,1284
A1JLHW1KARODF5,B000EVIDUY,1,5.0,1.0,855
A1JM0IBV4MQD9Q,B00012OHZ6,1,4.0,1.0,528
A1JM25M2PSVPXE,B001ELL6O8,1,3.0,0.25,1901
A1JM88SQKGXAVG,B000KV61FC,1,5.0,1.0,1705
A1JMR1N9NBYJ1X,B0045XE32E,1,5.0,0.4,577
A1JMTKEL3K2Q8P,B0081XIA1E,1,4.0,1.0,319
A1JN928GC6JWKX,B000BYLQW6,1,5.0,1.0,1702
A1JNCUQ9EGC0HV,B000GG0BPW,1,5.0,1.0,319
A1JO0KGNJ7HQ17,B00170NWEI,1,5.0,1.0,264
A1JO9L5ES9H46P,B000E5AO8O,1,5.0,1.0,1810
A1JQ9ENOQWVNGN,B000MP84MO,1,5.0,1.0,1001
A1JQEIKTXL8D21,B001E5DYSK,1,5.0,0.8,1998
A1JS6HABIGXH4Q,B000KV61FC,1,5.0,1.0,1311
A1JSSGXY0UX28U,B001VIWUTE,1,5.0,1.0,1251
A1JSXH2JWFMOU4,B002QWP89S,1,5.0,0.5,427
A1JTADSZJYNYHI,B001EQ4VXG,1,5.0,1.0,916
A1JTDH5IPXPXIQ,B000EM6PC6,1,5.0,1.0,1951
A1JTN0IZGH3948,B0013NUGDE,1,4.0,1.0,604
A1JTQCIL88W9JV,B000F5429A,1,3.0,1.0,105
A1JTZ9K2RZKAA4,B000255OIG,1,5.0,0.75,2120
A1JUO3LV5UK4N0,B000KV61FC,1,5.0,1.0,1498
A1JVF060B1DCZF,B00389Q4XW,1,5.0,1.0,845
A1JVYEF7FOCTRV,B000MP84MO,1,2.0,0.5,1102
A1JWSFMUEX6FF2,B004OQLIHK,1,5.0,1.0,291
A1JWZ9JOKSKRZN,B000UZVPKO,1,5.0,1.0,558
A1JY70V80B1F78,B001E5DZTS,1,5.0,0.1111111111111111,1793
A1JYEGLE01VHPB,B002GJDE8I,1,5.0,1.0,989
A1JYP7C0TIA534,B008P18ZYO,1,5.0,1.0,376
A1JYQTN8CN3CY2,B004S0AQHA,1,3.0,0.9,470
A1JYQUZIIRLB82,B007TJGZ5E,1,5.0,1.0,502
A1JYXL9YXOUOA3,B000JUK4OS,1,4.0,1.0,940
A1JZFGZEZVWQPY,B0045XE32E,1,5.0,0.2,589
A1JZN34W5OL152,B0081XIA1E,1,1.0,1.0,595
A1JZUD4GGV80TQ,B002HG5BNQ,1,5.0,1.0,688
A1K0LX7MJOMLDV,B007MI2RU4,1,5.0,1.0,168
A1K1ICTX8GWHCJ,B000UVKZXQ,1,5.0,0.5,310
A1K1S7DX40PC8I,B000OP16W2,1,5.0,1.0,1493
A1K1XKNEZK8U82,B000PDFRXC,1,5.0,0.5,1662
A1K277HLLHX0CA,B007TJGZ54,1,1.0,1.0,180
A1K2HB56JX1MCQ,B00139TT72,1,5.0,1.0,403
A1K2IROUGJMV85,B00015UC6G,1,3.0,1.0,110
A1K2WS7DJ0X2DJ,B000ED9LDU,1,5.0,0.9090909090909091,1974
A1K2ZJ83839S2W,B000EH0RU2,1,5.0,1.0,618
A1K37I9HWF3SAI,B000ITVLE2,1,3.0,1.0,21
A1K3AX86G7NM8K,B000KV61FC,1,4.0,1.0,608
A1K3OG2W3KBI54,B001JYVT60,1,5.0,1.0,459
A1K4TZD6TPLKOC,B000ER6YO0,1,5.0,1.0,154
A1K4VHF4FJOFCG,B008ZRKZSM,1,5.0,1.0,404
A1K63DKY43ROJ6,B001E5E29A,1,5.0,0.2,1743
A1K7AQQFLE1E1O,B001EQ5D6U,1,4.0,1.0,364
A1K81IB425WLZX,B004K30HO2,1,5.0,1.0,466
A1K82DGVZKCLEG,B000R32F6M,1,5.0,1.0,632
A1K82R24ROO2I7,B00438MLHK,1,4.0,1.0,490
A1K8N3VFZZJP2O,B000FZRYPO,1,5.0,1.0,1471
A1K97IXF026J36,B000CMIYWC,1,1.0,0.16666666666666666,1056
A1K9G427JMMDDN,B000G0EP78,1,5.0,1.0,1792
A1K9IW99EFBZ52,B001E5E20O,1,5.0,1.0,1370
A1K9X1CN4TJJAC,B000PSFKE8,1,5.0,1.0,278
A1KBXGIJ9C7YJ2,B0045XE32E,1,5.0,0.5,591
A1KC79UOBQUXAH,B0045IK1CK,1,1.0,1.0,332
A1KCBQCEM86NXZ,B008ZRKZSM,1,3.0,1.0,709
A1KCIJLE7I7KDI,B000K8ESBO,1,5.0,1.0,782
A1KCULTG8DPCJ5,B008ZRKZSM,1,5.0,0.5,361
A1KDYW37P6WCC8,B000NMG99Q,1,5.0,1.0,1713
A1KE7XXXLYIXL,B003VXFK44,1,1.0,1.0,627
A1KE7XXXLYIXL,B006N3IG4K,1,1.0,1.0,627
A1KED9UTGDZHSW,B0012ZJ4S6,1,1.0,1.0,550
A1KEK09ZA6J9P8,B001BDDTB2,1,5.0,1.0,1429
A1KEK09ZA6J9P8,B001CD1VI4,1,5.0,0.9333333333333333,1193
A1KET8O1NAW8MW,B0045Z6K50,1,4.0,1.0,321
A1KFUVZ3BZ59R1,B006F2NYI2,1,5.0,1.0,316
A1KG9W0FX5STMR,B000UZMJZO,1,4.0,0.5,1641
A1KGEMR210VNLF,B0000V1B4I,1,5.0,1.0,782
A1KHOI0WVQRI2J,B003NDA970,1,5.0,1.0,1690
A1KIZW42HCCMN0,B00016UX0K,1,5.0,1.0,686
A1KJ2VZNTWPIUO,B0018ATXEU,1,3.0,0.5,589
A1KJH3PK610TT6,B0075LFKRK,1,5.0,1.0,172
A1KK66VC8S9OMP,B001PO7FIU,1,5.0,0.9891304347826086,580
A1KKA5DHVROB7I,B0002Q1X6C,1,1.0,1.0,1692
A1KKE6VX8VPWZK,B001IZA8S0,1,5.0,1.0,843
A1KKE6VX8VPWZK,B002C50X1M,1,5.0,0.9090909090909091,914
A1KKE6VX8VPWZK,B002TSHYSW,1,5.0,0.9090909090909091,914
A1KKHE3R5PBZ7Q,B006GCMI5Q,1,5.0,1.0,205
A1KKUMD9Z4FCD5,B0013NUGDE,1,5.0,1.0,1272
A1KL8X67ZL8NE1,B000EGZ99M,1,5.0,1.0,1524
A1KLA02LZXAT46,B000EGX2EG,1,1.0,1.0,1104
A1KLAN2A1JLEWA,B000FZRYPO,1,5.0,1.0,1845
A1KLB92M3JBXB0,B001P28DHY,1,5.0,1.0,1171
A1KLHGBZC9PHGH,B003VXFK44,1,4.0,1.0,708
A1KLHGBZC9PHGH,B006N3IG4K,1,4.0,1.0,708
A1KMO08LPL7Y18,B008ZRKZSM,1,4.0,1.0,430
A1KMYWQ3KCKAE1,B005RF029M,1,5.0,1.0,17
A1KN0FYVN6ZYOB,B001CD1VI4,1,2.0,0.3333333333333333,724
A1KNA0DLOIMZ5F,B0030VBRIU,1,5.0,1.0,273
A1KNF8V0TT4LW2,B005K4Q1VI,1,5.0,1.0,364
A1KNM9XSPD0X86,B005EKWOZK,1,1.0,1.0,233
A1KO0740YE5W9X,B0030VBRIU,1,1.0,1.0,183
A1KOCGNDLF2VUR,B0033HGLTG,1,5.0,0.5,434
A1KOCGNDLF2VUR,B003LTPY08,1,5.0,1.0,310
A1KOTOY2Z3MILK,B000EVMNNC,1,5.0,1.0,1094
A1KOYOE8O2F1J4,B0045XE32E,1,4.0,0.5,584
A1KP4LAUM10621,B002UQ7NP2,1,1.0,0.5,843
A1KPALLWZ73M27,B000084ETV,1,5.0,1.0,1829
A1KPG9QI71YILO,B002GWHAXK,1,5.0,1.0,867
A1KPLLYCYV6XYW,B001IZKD1W,1,5.0,1.0,430
A1KPNQ8KI22ZX4,B001EO69NS,1,3.0,1.0,26
A1KQ31B1998R79,B003VXFK44,1,3.0,0.8666666666666667,771
A1KQ31B1998R79,B006N3IG4K,1,3.0,0.8666666666666667,771
A1KQ91N1C03S1B,B000KV61FC,1,5.0,1.0,1278
A1KQXO716WOOD6,B003YXWAF8,1,1.0,0.5384615384615384,483
A1KRDVD1TJUQ92,B00513J3GS,1,1.0,0.42857142857142855,278
A1KSE6LT1VOBI3,B001E2FMLK,1,3.0,0.5,1342
A1KSP4V0KK06UW,B002BB7EWI,1,5.0,1.0,708
A1KT19TDP9VE63,B000ETC36Q,1,5.0,0.6,896
A1KTDV8OKE7SB8,B000F42ECI,1,5.0,1.0,502
A1KUC5OAM25GQU,B0013E21V8,1,5.0,1.0,414
A1KUGF6RGJMVEB,B000UVKZXQ,1,4.0,1.0,406
A1KUZ5XK4T99J2,B002ANCCK6,1,5.0,1.0,96
A1KV9IJXZ4PV0W,B008ZRKZSM,1,5.0,1.0,1031
A1KVKPT4VE2VRR,B000G0EP78,1,4.0,1.0,197
A1KVMZWMJBIEVA,B001L8DOFI,1,1.0,0.4444444444444444,194
A1KVNWXXF8VDWF,B001EQ4LEA,1,5.0,1.0,675
A1KVTNKHI1A4EL,B002ACI89Q,1,1.0,0.75,343
A1KVVR8NF2T28U,B001LXYA5Q,1,5.0,1.0,286
A1KX2MDNNDF4C9,B001L1DYAA,1,5.0,0.3333333333333333,1314
A1KX9LI4I9LU8H,B002C50X1M,1,5.0,0.5,924
A1KX9LI4I9LU8H,B002TSHYSW,1,5.0,0.5,924
A1KXD54NCL9O54,B005FPDENK,1,4.0,1.0,50
A1KXONFPU2XQ5K,B000CMIYWM,1,5.0,1.0,1437
A1KYF8R4TEJ6QN,B000EPP56K,1,4.0,1.0,2115
A1KYUOPBGQCLUF,B008ZRKZSM,1,1.0,0.5918367346938775,696
A1KZUXE70GYNGO,B004XMIRU6,1,4.0,1.0,147
A1L02MIVQ41GBA,B008ZRKZSM,1,5.0,1.0,322
A1L0SUHFS9LHPA,B002TMV34E,1,4.0,1.0,853
A1L0TZXJXRRNPH,B002BCD2GO,1,5.0,1.0,679
A1L0XB16Z5PTYE,B0032RPLSY,1,5.0,1.0,189
A1L1EHTU11S50F,B001EQ5EQE,1,5.0,1.0,1620
A1L1KN09U55WBC,B001EO653M,1,2.0,1.0,348
A1L24LXP935Z5Y,B000EVMNNC,1,5.0,1.0,1718
A1L2HC6IFPWICY,B000634IC2,1,1.0,0.7,852
A1L2OLLCAZ3O5Q,B008ZRKZSM,1,5.0,1.0,186
A1L2YXZNEH1AJS,B0019QG5CG,1,3.0,1.0,427
A1L331YOJ0OL4Q,B008ZRKZSM,1,3.0,0.9574468085106383,775
A1L3J2SGJTPPLW,B000FDKQCO,1,5.0,1.0,908
A1L3ZWYV9NOO59,B000PDRYPQ,1,4.0,0.5,1035
A1L4A6C0OJPGX7,B001UFP1QC,1,5.0,0.8333333333333334,1210
A1L4FJUV0NVO31,B001LDAE4C,1,4.0,1.0,651
A1L4IVKI6Y5R2M,B005H8E1F0,1,3.0,1.0,386
A1L4RDILGM7D9E,B001EO69NS,1,5.0,0.9032258064516129,1547
A1L5F6XTUO66F9,B000S854FA,1,5.0,1.0,1001
A1L5O29P9RLQKF,B00139TT72,1,2.0,0.3333333333333333,793
A1L5TJXLY1VIE9,B00449NWW6,1,5.0,0.6666666666666666,385
A1L5Z1PAO859G6,B008ZRKZSM,1,5.0,1.0,216
A1L6FX4VPMBL8E,B000YSS7EO,1,5.0,0.6666666666666666,1677
A1L6OPS2UCKT8C,B001EQ5P7C,1,5.0,0.5,1079
A1L71PR77KJCY4,B004391DK0,1,5.0,1.0,629
A1L74C5W3ALAZX,B000HDOOL6,1,5.0,1.0,863
A1L84WP0PRUVZO,B003TIVBSU,1,4.0,1.0,379
A1L8IP01QFO8XJ,B0047E2I5U,1,5.0,1.0,1611
A1L9FI7TKAFGZ2,B0041QD39O,1,3.0,0.8333333333333334,311
A1L9S066W6IRWR,B0078Y6OX8,1,2.0,1.0,687
A1LA4K5JF78BER,B001LGGH40,1,5.0,1.0,1292
A1LA5T5SXLGFZQ,B000G1X456,1,5.0,0.5,1572
A1LA5T5SXLGFZQ,B000G6RYNE,1,5.0,1.0,1573
A1LA5T5SXLGFZQ,B0058AMY74,1,5.0,1.0,1573
A1LAGS8H4A2DR7,B0045XE32E,1,3.0,0.6,590
A1LAU23TDVU117,B000FDKQCY,1,5.0,1.0,201
A1LC1NMRA1ZEDZ,B001BDDTB2,1,5.0,1.0,1235
A1LCKV2FWTO0HJ,B008ZRKZSM,1,4.0,1.0,310
A1LE05AN2Q8YBQ,B003SWCZG4,1,4.0,1.0,595
A1LEEQYWYSEVUK,B005K4Q1VI,1,2.0,1.0,301
A1LFB8KRBI9IE2,B000G6RYNE,1,5.0,1.0,1086
A1LFB8KRBI9IE2,B0058AMY74,1,5.0,1.0,1086
A1LFH1ADE2NCJE,B000G0EP78,1,1.0,0.6666666666666666,1764
A1LFLGBRZCNDWS,B0000DISV7,1,5.0,1.0,280
A1LGPAQBRH2NOA,B0038RLIYO,1,5.0,1.0,544
A1LHAXBM5GBJS2,B001LGGH40,1,4.0,1.0,1337
A1LIP8262LWY7Q,B000QFPY8C,1,4.0,1.0,1492
A1LJR5IS0B6ADX,B000ETGBOQ,1,5.0,1.0,2101
A1LJR5IS0B6ADX,B004R8J8E0,1,5.0,1.0,398
A1LL8N425UTUM6,B002O5QWD8,1,5.0,0.9230769230769231,914
A1LLMTLL2EESAM,B007TJGZ5E,1,2.0,1.0,380
A1LM32QUILRFW3,B001E5E2PO,1,5.0,1.0,177
A1LMG5F1RZNP8D,B000G17Y9I,1,5.0,1.0,1930
A1LN4GHGMMG7CO,B000084ETV,1,1.0,0.5,1387
A1LNMX0VCOU7XK,B0013NUGDE,1,5.0,0.6666666666666666,1719
A1LNPBV70N2T02,B002QWP89S,1,5.0,1.0,913
A1LNUH08546UK6,B0032BXUJM,1,5.0,1.0,488
A1LOZM3QVMQYFI,B0018CJYPG,1,5.0,1.0,569
A1LP212CK6VYG2,B00312M854,1,5.0,0.6666666666666666,464
A1LP4VUTCPME2F,B008ZRKZSM,1,5.0,1.0,445
A1LPIWKM3RHPJI,B000N5XCPM,1,5.0,1.0,285
A1LPQ97WUIAIKV,B003EML8PM,1,1.0,0.9,1334
A1LPYHZGTXWDX8,B002Y1CIYY,1,5.0,1.0,808
A1LQ1KQU70QGA,B002ACI89Q,1,4.0,0.7142857142857143,357
A1LQM39T79748S,B001BDDTB2,1,5.0,1.0,884
A1LQQIADJGWIH3,B000KFXEYE,1,5.0,1.0,881
A1LQV0PSM04DWI,B000255OIG,1,4.0,1.0,888
A1LR9XH9Q1ZU1T,B004391DK0,1,2.0,1.0,248
A1LRCY07LSCKYT,B000EG1RF2,1,5.0,0.5,1364
A1LRE3I43XFXME,B001VNP4A6,1,5.0,1.0,475
A1LRJCPIUWW05E,B000ST9GCQ,1,1.0,0.3,1242
A1LRS1JGPULB5G,B001E6K67Q,1,4.0,0.8333333333333334,1811
A1LSLFFPMMLG6V,B0013NUGDE,1,4.0,1.0,867
A1LSUEX8R0ZSZE,B0047E2I5U,1,5.0,0.9230769230769231,778
A1LTBY2I1PPLCZ,B000KV61FC,1,5.0,1.0,1376
A1LTNRGWZFY4C9,B0013NUGDE,2,5.0,1.0,1131
A1LVJ7K6NH6Q1H,B000FBM3YK,1,5.0,1.0,1453
A1LW5P8Q1QHQWN,B008ZRKZSM,1,5.0,1.0,918
A1LWSBGXHLNVQ3,B0029K3IIU,1,2.0,1.0,425
A1LXM8V4JWWBR2,B0013E21V8,1,5.0,1.0,1584
A1LYRDGHAHR6PG,B000CMD63E,1,5.0,1.0,207
A1LZJZIHUPLDV4,B000E5ILGQ,1,5.0,0.9230769230769231,965
A1LZJZIHUPLDV4,B000YV7WBU,1,5.0,0.8333333333333334,1388
A1LZJZIHUPLDV4,B0024VCX6M,1,5.0,1.0,1245
A1M09HETLCY39B,B0000V1B4I,1,5.0,1.0,1902
A1M0QLTHE16VSE,B0081XIA1E,1,4.0,1.0,616
A1M17X9Y0L6FBV,B004391DK0,1,5.0,1.0,420
A1M2AJJSNCAXBJ,B001E5DZTS,1,5.0,1.0,231
A1M2R94KWXQAMT,B0030MNHEG,1,5.0,1.0,494
A1M2UI25LHR9AV,B000KV61FC,1,5.0,1.0,1751
A1M2WAK6BQQHBS,B002BCD2GO,1,1.0,0.5,124
A1M47LJI5QV0HY,B00028HN64,1,5.0,1.0,760
A1M4JXR9K38ZBC,B002YR7B90,1,5.0,1.0,696
A1M4KJZJH91D88,B004NNFEA6,1,5.0,1.0,164
A1M50LAH30B02A,B000MDCDOG,1,1.0,0.6666666666666666,732
A1M5D0DG09UGVM,B000ESNDZW,1,5.0,0.75,1913
A1M6RH0BS1X4L5,B000EH0RU2,1,5.0,1.0,1789
A1M6YAC8LOFIUV,B001IZICAG,1,5.0,1.0,419
A1M8Z2N79P7JIG,B0040WHJQM,1,5.0,1.0,725
A1M9126YPQPS3L,B001LG945O,1,5.0,0.5,1217
A1M9FTYHM6AG7B,B003QNJZWC,1,5.0,1.0,394
A1MAB962ZLTD7F,B001EO5WF4,1,5.0,1.0,1764
A1MAB962ZLTD7F,B00622CYVI,1,5.0,0.058823529411764705,1344
A1MAFNKH2CVMU2,B000KV61FC,1,1.0,1.0,646
A1MBAFQ8GQOOFO,B0013NUGDE,1,5.0,1.0,291
A1MC5GXVFCJB57,B00622CYVI,1,5.0,1.0,226
A1MC6BFHWY6WC3,B000F4H5FY,1,5.0,1.0,236
A1ME3RLZCCOXN4,B000KV61FC,1,5.0,1.0,1295
A1ME5DMALJLFC9,B002L82VN8,1,5.0,1.0,538
A1MEPQLMM0YYSQ,B00024D628,1,4.0,1.0,602
A1MEVBD79PNUI7,B0078Y6OX8,1,5.0,1.0,698
A1MF176W8X69JP,B003EML8PM,1,2.0,1.0,664
A1MFG9E45RX5OW,B000G6RYNE,1,5.0,1.0,1717
A1MFG9E45RX5OW,B000PEPKFQ,1,5.0,1.0,1561
A1MFG9E45RX5OW,B0058AMY74,1,5.0,1.0,1717
A1MFU7MQPMOZ83,B003VZCZ0O,1,5.0,1.0,623
A1MFXOLD6TN0PM,B001A47SLE,1,1.0,0.5,374
A1MGC76MG17JXW,B00166D8TW,1,5.0,0.5,282
A1MGC76MG17JXW,B001E0T29K,1,5.0,0.5,282
A1MGFRW39X8RKC,B000OIWY8Y,1,5.0,1.0,695
A1MGO5KVMP2RIV,B001EW5YQS,1,5.0,1.0,369
A1MGY0I9JI9S1C,B000BXUVYG,1,1.0,1.0,687
A1MHM78AIO8KSI,B000TRFGGM,1,1.0,1.0,77
A1MHY69POZ8GCK,B003VXFK44,1,5.0,1.0,200
A1MHY69POZ8GCK,B006N3IG4K,1,5.0,1.0,200
A1MI3QICQN8FN2,B000G1X45G,1,5.0,0.75,1138
A1MIQ2MDF6OMXF,B000084ETV,1,1.0,1.0,1129
A1MIWY5P4X6M4,B001LG945O,1,2.0,1.0,1336
A1MJ4CS9YTOJRU,B000LQNK96,1,2.0,0.4,1132
A1MJ8RHXIM5VBU,B001E5E29A,1,3.0,0.5,883
A1MJFZ975LIEHE,B0032BXUJM,1,5.0,0.5,483
A1MJRKWJ5FOK2X,B001M23WG4,1,1.0,1.0,1134
A1MJSWI87ZME83,B000E7WM0K,1,1.0,0.3333333333333333,2023
A1MJSWI87ZME83,B000G7UDPY,1,5.0,0.8571428571428571,2016
A1MJSWI87ZME83,B002076V22,1,5.0,0.5,907
A1MJV7MEG7YXVZ,B003TIVBSU,1,5.0,1.0,128
A1MJYKZLAVA021,B0016FY6H6,1,1.0,0.14285714285714285,1578
A1MJZT3JPFZ08F,B00584HTX4,1,5.0,1.0,161
A1MKS4PE04FC3Q,B001BDDTB2,1,3.0,1.0,1415
A1MKS4PE04FC3Q,B001E5E20O,1,3.0,0.6666666666666666,1457
A1ML5BUFQOZ7MO,B002OHOC6A,1,5.0,1.0,91
A1MLASS8T7VQJG,B00016UX0K,1,5.0,1.0,1367
A1MLGGWVKVFX7K,B000JMDHEA,1,5.0,1.0,499
A1MLPYDO3FKJNM,B00139TT72,1,5.0,1.0,413
A1MLXVVVLBPF7L,B003EML8PM,1,5.0,1.0,1437
A1MM7CIGUO1W96,B002GWMA08,1,5.0,1.0,503
A1MMA2K80OM7T3,B0047E2I5U,1,5.0,1.0,605
A1MMYXGUBKP1A3,B000KV61FC,1,3.0,1.0,1363
A1MNQYPJ2BCC05,B002YH5JJ4,1,1.0,1.0,288
A1MO0WYY7LE6T8,B004BCT2PW,1,5.0,1.0,465
A1MO9VC92CPW6B,B000J2DQ46,1,4.0,1.0,664
A1MOQ1GA33PGYV,B000KV61FC,1,5.0,1.0,1328
A1MP2M0HCNATYU,B001TZL6ZS,1,5.0,0.7083333333333334,1225
A1MPEPNJ2NKWM,B00653KJ5M,1,1.0,1.0,115
A1MPG840DZ4M9P,B001HTE5HM,1,1.0,0.5,496
A1MPHD8OJTXR1R,B0016PKA1C,1,2.0,1.0,983
A1MQE1S20GXYJN,B0001VWGJ6,1,5.0,1.0,899
A1MQESL5LGOKZW,B007TJGZ54,1,5.0,1.0,491
A1MQNS1QNI3YPK,B006GCMI5Q,1,1.0,0.3333333333333333,66
A1MQQEM7W77L62,B001BSBFUO,1,5.0,1.0,999
A1MRL1HQLPNH5,B000PDRYPQ,1,5.0,1.0,1639
A1MRRMHGV3PN5W,B0054TWQ2C,1,4.0,0.5,456
A1MSMQ2NE6CY6X,B0048HWXA6,1,5.0,1.0,511
A1MT4I8L17RY6V,B001VNEC68,1,5.0,1.0,915
A1MUCR6OGBLH8Y,B0000CDBRY,1,5.0,1.0,693
A1MUCR6OGBLH8Y,B0000CDBRZ,1,5.0,1.0,693
A1MUIYG87LPGZZ,B001PO7FIU,1,1.0,0.2,376
A1MUQUK1M4UK16,B000X2CWTM,1,5.0,1.0,1087
A1MVN7BGX0CYKD,B005K4Q1VI,1,5.0,1.0,369
A1MVN7BGX0CYKD,B0078Y6OX8,1,5.0,1.0,885
A1MVPQBGY9P9GZ,B004YMQ4KU,1,5.0,1.0,309
A1MW2HEG4LF56B,B000EGZ99M,1,5.0,0.75,2088
A1MWELI06S74PU,B000NY8OLU,1,5.0,1.0,489
A1MWR7R9GNU6GM,B000YT7SD4,1,4.0,1.0,584
A1MWRMXAHP971S,B000FDKQCY,1,3.0,0.6666666666666666,2050
A1MX9W1NEQ2X7C,B000GG5IZA,1,1.0,1.0,287
A1MXA7BT95J28Z,B008ZRKZSM,1,4.0,1.0,115
A1MYM33YVD3920,B0026WL14E,1,5.0,1.0,1214
A1MYS9LFFBIYKM,B001EO5QW8,1,5.0,1.0,1854
A1MZOXELEBGS47,B000G1X45G,1,5.0,0.8,1963
A1N03V52IRZ5PR,B003PFUNU4,1,5.0,1.0,758
A1N0A7NKLEZHIK,B003PFUNU4,1,5.0,1.0,427
A1N0JVDW4YVYD2,B003VXFK44,1,5.0,1.0,764
A1N0JVDW4YVYD2,B006N3IG4K,1,5.0,1.0,764
A1N247VZ1TH6B4,B000SATIGO,1,5.0,1.0,601
A1N2CAJVXL0X32,B0013E21V8,1,5.0,0.75,1288
A1N32LOIIXEZLH,B003KV7V1C,1,4.0,1.0,200
A1N4NAIHZF4J7X,B00139TT72,1,1.0,0.25925925925925924,1094
A1N4NAIHZF4J7X,B001TM3XKW,1,5.0,1.0,536
A1N528KKQDJLB6,B000CMIYWM,1,2.0,0.25,661
A1N5A6ITLPJV7X,B00622CYVS,1,4.0,1.0,1060
A1N5CS6SNE8GLU,B003NDA970,1,2.0,1.0,1357
A1N5FSCYN4796F,B002TMV34E,1,3.0,1.0,851
A1N5M6H4GKNBG6,B008L19ZQ0,1,5.0,1.0,123
A1N655X9X7C6QY,B000EDG4TE,1,3.0,0.36363636363636365,1547
A1N70L3O9587Q9,B0009EIOPK,1,1.0,0.5,762
A1N839CM5GMCYC,B0007A0AP8,1,1.0,1.0,112
A1N85K51GIK3WG,B000ZILM3G,1,5.0,1.0,908
A1N8OIRUROJHBN,B001EQ4VXG,1,5.0,1.0,928
A1N8QD8YDUF5YK,B00622CYVI,1,2.0,1.0,58
A1N8R51P3L6DWB,B001GCVLVI,1,5.0,1.0,899
A1N8YWKJVXVXKY,B0030VBRIU,2,5.0,0.75,582
A1N8YWKJVXVXKY,B00622CYVI,1,5.0,1.0,790
A1NB0PS5WPSRS2,B0038RLIYO,1,4.0,1.0,212
A1NBK07JEBCFI,B001FQ0UEE,1,5.0,1.0,927
A1NBYRMYFQOO5,B008ZRKZSM,1,5.0,1.0,338
A1NC21CAPUI380,B0019SA1MY,1,5.0,1.0,1045
A1NCD4RU28PX13,B003XUJ564,1,1.0,0.36363636363636365,130
A1NCHUP6GQOHFT,B002VAUBII,1,5.0,0.9090909090909091,1042
